response_fn_20,response_fn_21,response_fn_22,response_fn_23,response_fn_24,response_fn_25,response_fn_26,response_fn_27,response_fn_28,response_fn_29,response_fn_30,response_fn_31,response_fn_32,response_fn_33,response_fn_34,response_fn_35,response_fn_36,response_fn_37,response_fn_38
Viscosity at fragmentation [Pa s],Fraz. cry_1 at fragmentation,Fraz. cry_2 at fragmentation,Fraz. cry_3 at fragmentation,Total cry. at fragmentation [wt.],Temperature at fragmentation [K],Pressure at fragmentation [Pa],Vesicularity at fragmentation [vol.],Undercooling at fragmentation [K],Free space to save more info,Gas_1 diss. at fragmentation [wt.],Gas_2 diss. at fragmentation [wt.],Elongational strain rate at frag [1/s],Deborah number at fragmentation,Reynolds bubble expansion at frag,Deborah/Reynolds ratio at frag,Melt viscosity at fragmentation [Pa s],Reynolds number at fragmentation,u_mix / u_rel at fragmentation
282883.678631,0.276321119964,0.0,0.0,0.276321119964,1348.68163049,200323.847003,0.876751456911,56.1901622479179,,0.00126793162192,1.91726213551e-07,613.7777073583962,0.01,0.7200898888982203,0.0138871551373962,635.235466891,0.2655100946394438,0.033669367743639
6001.71095695,0.165442133233,0.0,0.0,0.165442133233,1375.31577101,3824299.60264,0.904134816412,27.236677244310386,,0.00484360249049,5.23902800923e-06,7.142452486680346,4.286693534887513e-06,0.3175248145320892,1.3500341827470929e-05,143.939674449,64.19770015034624,1.3569611807682205
763248.271082,0.358469040337,0.0,0.0,0.358469040337,1391.70974342,101300.584232,0.6064667961639,13.225424206091477,,0.000753017244087,5.95745118725e-08,0.2036417800677573,1.554292365573338e-05,0.0002738667932578,0.0567535898413977,317.283599557,0.0019937212307939,0.0059771437097961
462308.292347,0.336066073186,0.0,0.0,0.336066073186,1388.63066853,101300.978555,0.6646553531520001,16.304498843724787,,0.000727039460741,8.9758801263e-08,0.7322826241370184,3.3854032948130265e-05,0.0014125563934239,0.0239665001027461,341.804354274,0.003334820233316,0.0041303711816899
583126.007647,0.308524424697,0.0,0.0,0.308524424697,1365.10472186,101376.93769,0.8283476498069999,39.83039689987845,,0.000684633344773,1.75290468347e-07,28.237573756129084,0.00164660636501,0.0226460159123035,0.0727106424099705,574.239133656,0.0215560418384943,0.0086273219298046
65299.9652863,0.254176791077,0.0,0.0,0.254176791077,1389.49744997,102554.116841,0.867165943551,15.436915395221831,,0.000737056797297,2.09861831091e-07,226.4248801891351,0.0014785536816342,1.1905452599322086,0.001241913038836,334.271109709,0.1889252615468871,0.0162603837936788
16008.7756454,0.190807001311,0.0,0.0,0.190807001311,1380.19659077,125638.408391,0.849611513421,24.72300064862975,,0.000744946959593,3.01125539442e-07,43.53417812384534,6.969288904928505e-05,1.0557154733822445,6.601484093626734e-05,403.971075657,0.8944327511157989,0.0301743795340426
2813.21673981,0.0987301649753,0.0,0.0,0.0987301649753,1379.6349971,2310901.50905,0.900129393257,23.886025934207964,,0.00401059179492,1.50667049007e-06,10.60222339703492,2.982635233977333e-06,1.0133896609983537,2.943226429840376e-06,155.550918493,46.8585872779166,0.6579194724154066
567585.141907,0.338543636737,0.0,0.0,0.338543636737,1384.15054822,101300.686615,0.676558820143,20.78461934056645,,0.00074260339312,7.24141003551e-08,0.3796170813346113,2.1546501498035597e-05,0.0005703299668919,0.0377790099570832,372.385048769,0.0066375628988765,0.0078752962678371
10050.2842083,0.192396597564,0.0,0.0,0.192396597564,1386.26301746,1196718.60782,0.864218170296,17.971082630995397,,0.00202459686118,4.00262266487e-06,9.5010167057971,9.54879181612508e-06,0.3413461572844429,2.79739250387052e-05,222.968522673,17.71384027892944,0.4753132255113504
1376259.90881,0.345718475922,0.0,0.0,0.345718475922,1375.76285481,101305.322187,0.789535672015,29.1723097838003,,0.000653842609028,1.81290006949e-07,3.3036519539704297,0.0004546683736927,0.0013663583322471,0.3327592498703735,462.800461699,0.0132962566005331,0.0095735486565061
702831.280981,0.363635430477,0.0,0.0,0.363635430477,1388.41603085,101300.723112,0.4490966734429999,16.519136687208402,,0.00070222609642,1.13303025877e-07,0.0065629915057585,4.6126757270764603e-07,1.3374697782385308e-05,0.0344880744382234,347.133992856,0.0002974241566642,0.0081309825182979
8228.07559539,0.181051239808,0.0,0.0,0.181051239808,1365.21114797,3028379.8356,0.8901061624522,37.85068893521611,,0.00469664406694,1.30780795251e-06,8.694500618776061,7.153900835558411e-06,0.3153691097737591,2.2684215460069974e-05,178.28740152,39.25428814079782,0.949339291930697
