response_fn_20,response_fn_21,response_fn_22,response_fn_23,response_fn_24,response_fn_25,response_fn_26,response_fn_27,response_fn_28,response_fn_29,response_fn_30,response_fn_31,response_fn_32,response_fn_33,response_fn_34,response_fn_35,response_fn_36,response_fn_37,response_fn_38
Viscosity at fragmentation [Pa s],Fraz. cry_1 at fragmentation,Fraz. cry_2 at fragmentation,Fraz. cry_3 at fragmentation,Total cry. at fragmentation [wt.],Temperature at fragmentation [K],Pressure at fragmentation [Pa],Vesicularity at fragmentation [vol.],Undercooling at fragmentation [K],Free space to save more info,Gas_1 diss. at fragmentation [wt.],Gas_2 diss. at fragmentation [wt.],Elongational strain rate at frag [1/s],Deborah number at fragmentation,Reynolds bubble expansion at frag,Deborah/Reynolds ratio at frag,Melt viscosity at fragmentation [Pa s],Reynolds number at fragmentation,u_mix / u_rel at fragmentation
,,,,,,,,,,,,,,,,,,
7391.56092202,0.175816388963,0.0,0.0,0.175816388963,1369.33337388,3976005.61915,0.8908156584,33.12198252374401,,0.00444479444533,9.40246543594e-06,7.274705182760987,5.377142654820702e-06,0.3027013102820789,1.7763856554865562e-05,172.760993234,60.466036983696405,1.4707995399664986
3178.45604977,0.118513515377,0.0,0.0,0.118513515377,1375.71588923,2588794.71682,0.888469811308,27.62728215123525,,0.00420362310841,1.95232577667e-06,9.17243814260785,2.9154191505547577e-06,0.8721098104345606,3.3429496098685595e-06,160.955139081,53.29480263574761,0.7992095127509086
5325.16953967,0.153053762333,0.0,0.0,0.153053762333,1367.4392994,3133599.08003,0.8894521801590001,35.55519718878077,,0.00456005403453,2.89844078698e-06,8.051680578976871,4.287656416238578e-06,0.45545507174971894,9.414005205314138e-06,175.348837077,53.73598232691071,1.0492727882972883
3125.04365082,0.0937429672553,0.0,0.0,0.0937429672553,1382.63406075,3023584.26432,0.91813048178,20.43084532083526,,0.00397231772194,6.09563402022e-06,5.508120932599245,1.7213118348384143e-06,0.3959470900867278,4.347327908032813e-06,148.201240052,89.27924280561334,1.3189957235344063
7670299.95728,0.430959378793,0.0,0.0,0.430959378793,1381.87605514,101300.403475,0.6056817859478,23.05911260177595,,0.000774501686696,3.63418534349e-08,0.14248823877729108,0.00010929275318110681,1.969470472387074e-05,5.549347132310127,384.937269277,0.0003462107221298593,0.0035656078718335374
1033333.99572,0.349618953306,0.0,0.0,0.349618953306,1380.67521405,101477.577197,0.710361182894,24.25984030059385,,0.000634735376254,1.87324394349e-07,0.1786608362581277,1.846163158099332e-05,0.00013717518635159164,0.13458433753226032,420.746677223,0.00370574629274805,0.0054932626213825934
61743.2896441,0.260219535636,0.0,0.0,0.260219535636,1383.53318109,114426.715235,0.809320667585,21.39358581224974,,0.000766962552207,1.57591500076e-07,15.278851463660846,9.433665513524477e-05,0.12101153381827645,0.0007795674689729207,373.109524802,1.4815377107238723,0.07059196473088813
2052.91276625,0.107891246657,0.0,0.0,0.107891246657,1396.72539975,2870431.50547,0.867985219715,6.437524086499252,,0.00311714611367,1.02301125816e-05,4.294753615421393,8.816754525006434e-07,0.7279801375332077,1.2111256984129252e-06,137.396946898,141.27672709634533,1.6756397980556172
8798.80924283,0.171311265178,0.0,0.0,0.171311265178,1370.15988689,2723071.16107,0.897863173498,33.09734756691523,,0.00351981069129,7.24115471865e-06,10.057692197122774,8.849571506573465e-06,0.32800968191828955,2.697960454953272e-05,206.008723579,31.957071873299544,0.8684448507873912
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
17767.4134318,0.183631247474,0.0,0.0,0.183631247474,1374.25249542,574994.996864,0.913386895579,30.379507782007067,,0.00193458113322,1.04035167702e-06,86.30294908805652,0.0001533380176833903,1.151670217365809,0.00013314403322343187,290.86076566,3.469633477188701,0.1106579543899692
,,,,,,,,,,,,,,,,,,
816270.158736,0.35296806265,0.0,0.0,0.35296806265,1372.55124496,101300.4488,0.521930071398,32.38392275276783,,0.000670038687575,1.47131127339e-07,0.01786325129535224,1.4581238970449699e-06,2.7294684043978887e-05,0.053421534196752385,491.986266502,0.0011510669863423082,0.014894340243798931
447719.753128,0.29091095302,0.0,0.0,0.29091095302,1356.19981189,113654.638535,0.863738056402,48.7274491413375,,0.000808893642953,2.26811229417e-07,439.0026718175389,0.01,0.3555683210889169,0.028123990262617637,658.73689951,0.07274428705291835,0.016709239453110713
,,,,,,,,,,,,,,,,,,
228063.703391,0.272982148595,0.0,0.0,0.272982148595,1361.40716003,118996.555391,0.874479551856,43.51668217454994,,0.000810997787592,2.66748451647e-07,730.1759528834806,0.01,1.0693049581883531,0.009351869102844416,586.564661729,0.1088987046822448,0.01804175029767883
2451.55101541,0.113773673719,0.0,0.0,0.113773673719,1371.89803507,3249175.83732,0.8686584844523,31.022492394115034,,0.00482816351454,1.37932382543e-06,3.209309844727467,7.867786808615882e-07,0.44894198199937735,1.7525175020559327e-06,153.760775824,182.48033570629866,2.0317164916261325
247310.651524,0.303083511059,0.0,0.0,0.303083511059,1395.20981876,101549.349838,0.804844163309,9.725189656103794,,0.000469070634659,3.47280373136e-07,4.9379524404973605,0.0001221208235257629,0.010102836265370318,0.012087776176711758,336.230664801,0.07928026910448623,0.021359404436964435
2437.87822059,0.105951726427,0.0,0.0,0.105951726427,1379.49150453,2835767.73042,0.8890338926937,23.69360412253127,,0.00458471247631,7.36436099847e-07,5.82154414633695,1.4192215684573093e-06,0.6960707634147294,2.0389041503409846e-06,139.819567993,94.49412278783613,1.1700898971312703
435819.699009,0.334642225826,0.0,0.0,0.334642225826,1385.44385712,101300.471996,0.6474517946687001,19.491310577922377,,0.00078720593827,2.44702085673e-08,0.2932859783324968,1.278198068008566e-05,0.0006262790170254825,0.020409402730421636,355.460061172,0.0048401382426526895,0.005888776524192476
,,,,,,,,,,,,,,,,,,
8827.26553802,0.17516627294,0.0,0.0,0.17516627294,1371.6946043,3205451.76893,0.908445205132,31.25390656788477,,0.00416269151976,6.31349165814e-06,9.451104482183446,8.342740889195042e-06,0.27769003789212443,3.0043356803588276e-05,174.722750514,37.14367780078912,0.9978455132247492
62647.1082885,0.256995485144,0.0,0.0,0.256995485144,1381.17634179,373908.228229,0.8781446510532,23.58435694393347,,0.00175031905876,6.08138633715e-08,45.701091991188704,0.0002863041258882057,0.23492393443164192,0.0012187099053183718,268.987190363,1.6374840805327215,0.08057999293913765
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
517584.867431,0.311814999675,0.0,0.0,0.311814999675,1372.0756371,101919.058752,0.8151374231099999,32.859134702398705,,0.000707272719408,1.43308494336e-07,16.242557376837194,0.0008406901906656903,0.015508603557857647,0.054207987684342034,488.40325388,0.025234217118516956,0.00929999706497628
4012.49697936,0.108034746366,0.0,0.0,0.108034746366,1380.59903407,2931487.25631,0.922909915076,22.52481408596168,,0.00388448740814,6.30369968911e-06,9.164525908588589,3.6772632525517895e-06,0.4992380916782722,7.365750558396005e-06,156.604679778,52.35380547266169,0.9473961537141088
,,,,,,,,,,,,,,,,,,
1992652.61837,0.381597383662,0.0,0.0,0.381597383662,1384.77886997,101300.880208,0.623152622571,20.156297466666956,,0.000629352159135,1.89292267502e-07,0.1419236428067861,2.8280451844863012e-05,7.172701968585328e-05,0.39427891983696584,386.984318036,0.0009961293918434963,0.00497096487612557
2006.91667862,0.0783551666519,0.0,0.0,0.0783551666519,1384.58192947,2431609.43157,0.8894909752810001,18.86184049379517,,0.00387332830853,2.911716322e-06,6.938212154985413,1.3924413693655149e-06,1.009625131888639,1.3791667079055044e-06,145.981071643,56.41345978827577,0.7670844034364741
,,,,,,,,,,,,,,,,,,
3852.56832766,0.15339708558,0.0,0.0,0.15339708558,1367.60590464,2852563.41112,0.8431500548208,35.56845477688307,,0.00443177966957,1.79154509617e-06,4.57856495857491,1.7639234345566678e-06,0.4895348183718196,3.6032645040927474e-06,179.14487001,102.17282110067794,1.5130688963007801
161103.266048,0.290586726363,0.0,0.0,0.290586726363,1382.31283539,101362.356409,0.7855650534635,22.622292701898232,,0.000798624451856,3.29331936672e-08,7.701522665714725,0.00012407404549929469,0.02705128579358859,0.004586622848393455,377.400247849,0.04455630642405659,0.009154756054646114
10163.7192634,0.195641065645,0.0,0.0,0.195641065645,1383.72634938,2058620.37606,0.90109097995,19.95613357932143,,0.00364938138796,2.15976123791e-06,11.877482618575382,1.2071939889134946e-05,0.3188211420632654,3.78643016300953e-05,155.368110473,20.354226086555666,0.5494948455792105
,,,,,,,,,,,,,,,,,,
68956.4607391,0.239962380933,0.0,0.0,0.239962380933,1364.1225126,171338.09417,0.8810301761220001,40.767831019731375,,0.0011229800644,1.6935177489e-07,274.28462000703394,0.0018913696630899386,1.2513606201079377,0.0015114505224935047,482.201280195,0.45252918406445963,0.02968570831320528
6809.18899157,0.200874233525,0.0,0.0,0.200874233525,1387.62260701,2278634.56705,0.826545934852,15.919066867088077,,0.00302170819012,6.73739497585e-06,5.739956015000174,3.9084445309513706e-06,0.3838533150009881,1.0182130460280926e-05,166.250226591,54.55134687620141,1.186101949122725
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
28245.7683776,0.237372669918,0.0,0.0,0.237372669918,1384.67897093,228303.563368,0.816468091633,20.1749147894443,,0.00102242622328,4.5035943194e-07,13.806387795442262,3.899720318023113e-05,0.2299464188648332,0.0001695925658366283,326.934998137,3.3263296892437886,0.11567745372646648
,,,,,,,,,,,,,,,,,,
313789.44364,0.307273760975,0.0,0.0,0.307273760975,1373.72438043,101404.591122,0.721197450086,31.210720631681852,,0.000486522967677,3.22229236142e-07,-0.17876817801442133,-5.609556711985412e-06,-0.0004157245930043517,0.013493444473530803,524.694913239,0.015875229266259273,0.01159096256939445
3116.66625586,0.118986322415,0.0,0.0,0.118986322415,1387.45433377,3220891.22239,0.896806467001,15.48429584767041,,0.00363545030739,9.61573102272e-06,4.859561050706742,1.514562994504729e-06,0.43845003484244194,3.4543571083281835e-06,145.280563244,107.96976229944815,1.6053140779161563
295677.672553,0.306767193531,0.0,0.0,0.306767193531,1375.95203851,101300.680808,0.7241274428519999,28.983129054282927,,0.000494054301144,3.15137305405e-07,0.5989404848765911,1.77093328566619e-05,0.0014886380811932793,0.0118963320100385,498.134662577,0.012884920943336587,0.00976903496947537
3227.81253044,0.111666191169,0.0,0.0,0.111666191169,1374.392106,3480883.51536,0.90790977701,28.380128550169502,,0.00489776521269,2.36000469848e-06,4.12819804846142,1.3325049388976608e-06,0.31807973518431887,4.189216701043558e-06,145.078484369,122.50757741764966,1.695655916557706
1204527.2854,0.357845703147,0.0,0.0,0.357845703147,1372.55549224,101300.459688,0.620434217402,32.379675465799664,,0.000667011907751,1.51175888089e-07,-0.521113323473262,-6.276952169112664e-05,-0.000440220494628023,0.14258655027900405,492.646603149,0.0014921931333262285,0.005272404455791427
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
14478.5776644,0.191215652641,0.0,0.0,0.191215652641,1360.96485434,2818099.5233,0.908786359671,42.23156196508785,,0.00402688962292,4.70370884136e-06,10.443788837044005,1.5121120778802452e-05,0.1880497701810217,8.041020610791739e-05,220.314399702,23.868334798970068,0.8120698887757997
172069.194112,0.288827893476,0.0,0.0,0.288827893476,1393.45689305,102532.388485,0.851495453372,11.477486221369645,,0.000820701348275,2.35685998533e-07,1241.4934418328733,0.01,2.772102912827021,0.0036073696808759134,297.42785978,0.4088193702624729,0.03008306351631488
