eval_id,interface,x1,x2,x3,x4,x5,x6,response_fn_1,response_fn_2,response_fn_3,response_fn_4,response_fn_5,response_fn_6,response_fn_7,response_fn_8,response_fn_9,response_fn_10,response_fn_11,response_fn_12,response_fn_13,response_fn_14,response_fn_15,response_fn_16,response_fn_17,response_fn_18,response_fn_19
eval_id,interface,Inlet press. [Pa],Inlet temp. [K],Radius [m],Inlet H2O content [wt.],Inlet CO2 content [wt.],Phenocryst. content [vol.],Total Gas volume fraction,Pressure 1 [Pa],Pressure 2 [Pa],Liquid/particles velocity [m/s],Gas velocity [m/s],Exit temperature [K],Plagioclase crystallinity [-],Pyroxene crystallinity [-],Olivine crystallinity [-],Mach number ,Exit mixture velocity [m/s],Mass flow rate [kg/s],Volume flow rate [m3/s],Fragmentation Code,Fragmentation depth [m],Total crystal content [vol.],Undercooling relative to plag [K],Viscosity at fragmentation [Pa·s],Fragmentation length scale [m]
35,NO_ID,39610754.49,1409.316319,3.871370486,0.0238374049,0.01809782656,0.06766168413,0.8681787109,2670882.86,2670882.864,102.0997127,214.0561995,1379.500878,0.183256527,0.003880896266,4.53141311e-06,1.000353132,103.7711125,1658057.436,633.7083312,0,-1,0.18714195467911,23.78975696959992,0,531.8546598684969
37,NO_ID,39996491.53,1393.447213,3.350142615,0.0317418755,0.03196448019,0.1139385059,0.6738126312,101300.6068,101300.608,0.5785141535,146.3873067,1371.556935,0.3730690545,0.0006752879021,1.445306766e-07,0.04181440914,0.6048468238,18159.82164,6.653613832,0,-1,0.37374448693277657,33.378232611647945,0,0.017075440091827633
38,NO_ID,39750902.11,1403.399811,5.49164178,0.005838684618,0.002087373886,0.02206236296,0.7473964621,721615.7908,721615.7985,42.20561514,112.1378156,1387.522608,0.2312916166,0.002057632755,7.267168166e-07,1.000512389,42.32184426,2571612.132,1010.09899,0,-1,0.23334997607181662,17.015557893887944,0,90.88336476254065
39,NO_ID,36198423.1,1398.343409,2.757307638,0.00855249516,0.01453637601,0.03123402226,0.8077587375,101308.4627,101308.4695,6.22822025,248.0594156,1379.738174,0.2610785583,0.0006141793285,2.217223791e-07,0.3647904136,6.330344265,74381.38896,28.59768596,0,-1,0.2616929593508791,25.19698858387187,0,1.9791187491076558
42,NO_ID,37642585.36,1412.430447,5.824525027,0.02501756702,0.02884561766,0.1279384435,0.8960720979,1364724.066,1364724.07,79.96717416,295.8690371,1383.969084,0.2396311002,0.002619380496,2.95600627e-06,1.001650065,82.28170712,2344264.309,885.7574506,0,-1,0.24225343670227,20.157492597759983,0,326.2627011803965
44,NO_ID,37401182.8,1384.996676,3.934156618,0.03502157382,0.008303760688,0.07869503564,0.7990186366,101656.8912,101656.9068,3.75864547,422.3326729,1353.757869,0.3118547764,0.0007956236684,4.291497461e-08,0.2286223743,3.875191414,99398.47896,36.73163957,0,-1,0.31265044298337463,51.17707058963197,0,0.7207865188342611
45,NO_ID,39970170.34,1402.778627,5.049907429,0.009312249332,0.008449115403,0.03372355749,0.7979922973,1409117.04,1409117.046,63.26813792,144.6203745,1382.803845,0.2215313897,0.002620462547,2.892478699e-06,1.000131373,63.6821826,2632109.68,1023.928636,0,-1,0.224154744725699,21.294320094400064,0,204.22741203388478
47,NO_ID,39696200.87,1412.447461,3.623880937,0.03865109459,0.002537326128,0.1775100863,0.8846843319,238826.972,238842.8919,29.04825843,746.412318,1371.993599,0.2608853593,0.00152091205,4.189340929e-08,0.9074872702,29.88578407,366205.1606,138.1993921,0,-1,0.2624063132434093,32.85355173792004,0,43.05108764367684
48,NO_ID,37589596.39,1415.938324,1.141323102,0.0148778106,0.006900599493,0.1236819166,0.7391707533,101645.3038,101645.3079,2.330634435,173.768823,1392.237739,0.2615044533,0.0007423711852,7.870838811e-08,0.1506201424,2.368193449,6409.626293,2.4876973,0,-1,0.26224690319358807,12.697208005567973,0,0.2771355545718249
50,NO_ID,38285774.58,1420.271331,3.022204091,0.03408335585,0.02440560813,0.1032043803,0.905653691,1962580.125,1962580.129,100.1794534,303.0802411,1387.018153,0.1655566387,0.003401882484,3.007924772e-06,1.000389073,103.3446555,714967.764,271.2070801,0,-1,0.16896152910877202,16.72579571999995,0,512.0368818123862
51,NO_ID,36516010.78,1414.139946,5.558694007,0.03000805431,0.02581502584,0.003998839082,0.9125625298,3209588.207,3209588.208,133.5612489,219.3196539,1381.191432,0.09684124303,0.004181088294,5.850766967e-06,1.000033244,136.0408767,2978788.587,1133.635568,0,-1,0.101028182090967,21.75443154751997,0,910.1330208024364
52,NO_ID,39764398.11,1408.068977,4.550455677,0.03836743832,0.01019234878,0.02958993403,0.899811662,3414161.189,3414161.191,129.7718393,230.3759175,1371.215777,0.1279796642,0.004875521575,2.238117393e-06,1.000086996,131.9613695,2227784.243,845.7797486,0,-1,0.132857423892393,31.599159839040112,0,859.2209324135217
53,NO_ID,38348589.21,1387.603438,5.215117766,0.01903443066,0.03148613157,0.05927970189,0.8258771863,101677.6746,101677.6905,5.275509702,406.6098785,1363.116173,0.3115338756,0.0006372688981,2.226890981e-07,0.3051886556,5.463500773,211910.002,78.48708779,0,-1,0.3121713671871981,41.818753288256175,0,1.4199491130559247
54,NO_ID,36949642.09,1396.349167,1.804061898,0.01632792028,0.01075268865,0.01660931288,0.8562521263,102013.1782,102013.2562,14.32298101,613.3045426,1367.056398,0.2102724763,0.000814624748,1.407732011e-07,0.7465425033,14.61926597,55140.09803,21.05172008,0,-1,0.21108724182120112,37.87831356595211,0,10.466723725143908
55,NO_ID,38511467.06,1399.888347,3.751567723,0.03503646157,0.01628157656,0.1469978916,0.7431975866,101300.2821,101300.2873,1.564529653,260.52393,1373.160155,0.347958758,0.0007445612859,7.694164602e-08,0.1040537587,1.621396174,47854.30129,17.76471948,0,-1,0.348703396227546,31.775012819455924,0,0.1248853589345051
56,NO_ID,38752584.9,1395.304338,3.404212449,0.0306684257,0.02088316693,0.136354445,0.5914908908,101300.5213,101300.521,0.2337634855,72.01771634,1375.534131,0.4071710961,0.0007104499093,1.053832098e-07,0.01754633735,0.2421310702,9413.169469,3.476655054,0,-1,0.40788165139250987,29.4010366663681,0,0.0027880289363830975
57,NO_ID,36684276.01,1415.969948,2.212915856,0.00899869412,0.005749997866,0.0841497098,0.8406846991,104463.2196,104463.2427,18.98336788,459.9553648,1394.186662,0.2186963056,0.0007848792426,1.318346067e-07,1.000382264,19.18140924,118418.9287,46.52757589,0,-1,0.21948131667720672,10.746481539456,0,18.38613551364366
58,NO_ID,38208347.97,1409.015113,1.637903524,0.01496995219,0.03779288357,0.04159250611,0.8850207057,131896.2281,131904.4387,15.17531652,597.6175364,1381.472026,0.2037644,0.0007331030019,4.789629984e-07,0.6447112968,15.81454813,38907.71135,14.70563913,0,-1,0.2044979819648984,23.44356041401602,0,11.749501606233924
60,NO_ID,38148293.3,1384.527172,5.986467309,0.0210669294,0.02901247327,0.08975055391,0.6624430052,101300.2279,101300.2292,0.5323048134,98.08952415,1366.192169,0.3962548892,0.0006378721094,1.816533935e-07,0.03853105142,0.550190896,54959.62525,20.23012696,0,-1,0.3968929429627935,38.74299885414416,0,0.014456551753510655
61,NO_ID,36889746.55,1408.583796,3.843091075,0.0126216989,0.01155949892,0.1086486227,0.8551412734,102157.2188,102157.3077,18.46808034,612.1593641,1383.334092,0.2639962082,0.000798762246,1.964100212e-07,0.9597225292,18.77801672,322296.5096,124.130254,0,-1,0.2647951668560212,21.600527379967843,0,17.40153017574972
62,NO_ID,36456089.64,1401.018518,5.249337877,0.01102989976,0.02429019578,0.01146758275,0.8630924878,1519261.008,1519261.012,75.69745658,192.211582,1379.905909,0.2068707891,0.002287279024,5.101946527e-06,1.000675701,76.90141748,2340554.235,897.1550243,0,-1,0.209163170070527,24.121763954879953,0,292.35229248372366
63,NO_ID,39114685.13,1391.317176,5.866356862,0.009466502093,0.02398889932,0.0459126687,0.8162435727,101364.1348,101364.1438,6.414308686,309.016776,1372.437746,0.3068402482,0.0005633848498,2.817035788e-07,0.3739667073,6.560194892,337270.2632,127.4322127,0,-1,0.3074039147533788,32.497380953728,0,2.0991508122089306
64,NO_ID,38809305.55,1419.772807,4.594578415,0.03599177921,0.002504044202,0.1516092911,0.8700840964,3495951.467,3495951.47,118.3876678,212.3067698,1384.229769,0.1956749822,0.005169778966,6.108425071e-07,1.000090366,119.7948593,2653380.843,1020.023065,0,-1,0.2008453720085071,18.532822061119987,0,715.0836677103651
65,NO_ID,37408021.33,1392.276367,1.303125665,0.03260560195,0.005381699256,0.006899386317,0.8733934956,114435.8812,114445.4154,12.6172694,740.3084377,1352.360363,0.1876511106,0.0009849840422,4.579093628e-08,0.5955560778,13.00641331,22723.57037,8.522045791,0,-1,0.18863614043313628,52.56639803603207,0,8.122218730213078
66,NO_ID,37263018.36,1405.068701,4.467251367,0.03556291928,0.03936791792,0.05606737312,0.918344029,1747869.484,1747869.487,98.92857487,338.4862686,1372.922587,0.1915336119,0.003024986302,3.711306651e-06,1.000001044,103.1579299,1370721.282,506.454406,0,-1,0.194562309508651,30.958776530239902,0,499.3297411127141
67,NO_ID,38546118.65,1407.611402,2.336159043,0.03543375343,0.02406143246,0.0362429041,0.9122181121,883601.5532,883601.5601,68.73674455,458.6883629,1371.796482,0.1522566753,0.002362885761,1.302124753e-06,1.001436036,71.67962742,275889.1806,103.4543033,0,-1,0.154620863185753,32.63801300595196,0,241.05816588428337
68,NO_ID,38377899.89,1407.479023,1.200624021,0.009896056921,0.0179622208,0.0886430541,0.6122357844,101300.295,101300.2957,0.3655722869,46.21177567,1392.209875,0.3117723162,0.0005972440295,2.205984766e-07,0.02653646458,0.3728813985,1670.917695,0.641955498,0,-1,0.3123697808279766,12.725292811200006,0,0.006818525354555913
70,NO_ID,39462096.08,1416.486501,5.619250708,0.02016351412,0.01686017833,0.08494861578,0.8445733488,3802348.988,3802348.991,114.8094543,169.6348186,1388.374016,0.1752647039,0.00451416763,7.421021713e-06,1.000229041,115.8033622,4579229.369,1770.149037,0,-1,0.17978629255171302,14.192480647679986,0,672.5107549318259
71,NO_ID,39548276.32,1408.671206,2.96805701,0.02523231499,0.01065751652,0.01835322828,0.8683575097,2779900.489,2779900.493,104.9208185,207.9772002,1375.912415,0.1254540231,0.004226556578,2.89215434e-06,1.000743643,106.3740771,992059.3145,382.2540621,0,-1,0.12968347183234,27.308448687040027,0,561.6519466688745
72,NO_ID,38604143.13,1406.516721,4.741884143,0.03707017112,0.03770666941,0.05233416113,0.9090394133,3221240.425,3221240.427,128.8701868,271.8986911,1373.784556,0.1776567407,0.004144194308,6.659546082e-06,1.000724637,132.9198785,2237074.865,828.0517158,0,-1,0.18180759455408202,29.15385012799993,0,847.3227064217801
74,NO_ID,37583612.81,1399.589384,5.729564937,0.02964697698,0.03483589118,0.01563872348,0.8908156584,3976005.619,3976005.622,133.0018181,225.2917784,1369.333374,0.175816389,0.004444794445,9.402465436e-06,1.000177039,135.7400311,4022436.428,1497.652659,0,-1,0.180270585910436,33.121982403839866,0,902.5246743829332
75,NO_ID,38980621.37,1411.101373,2.691244854,0.03238625924,0.01001719488,0.02877288408,0.8884698113,2588794.717,2588794.72,108.145508,246.0566499,1375.715889,0.1185135154,0.004203623108,1.952325777e-06,1.000043409,110.2198965,716100.7989,274.4461985,0,-1,0.12271909083377701,27.62728238112004,0,596.7066786009217
76,NO_ID,37167562.82,1401.226338,4.122884121,0.03456124418,0.01319085991,0.0196795137,0.8894521802,3133599.08,3133599.083,118.6789849,233.8491415,1367.439299,0.1530537623,0.004560054035,2.898440787e-06,1.000222216,120.8449113,1853188.674,700.6096827,0,-1,0.157616714775787,35.55519758880018,0,718.6072171884912
77,NO_ID,36569619.76,1415.615453,4.855661153,0.03083270151,0.03075645399,0.005048287688,0.9181304818,3023584.264,3023584.265,132.9675266,236.1306469,1382.634061,0.09374296726,0.003972317722,6.09563402e-06,1.000408178,136.0717145,2128015.738,806.3330154,0,-1,0.09772138061602001,20.43084507104004,0,902.0593433735565
78,NO_ID,36443812.01,1402.804573,4.891502679,0.03692026248,0.00794013722,0.1943600929,0.6056817859,101300.4035,101300.4041,0.2560452942,74.23478688,1381.876055,0.4309593788,0.0007745016867,3.634185343e-08,0.01895537757,0.2637791834,20403.98683,7.589236745,0,-1,0.43173391682855344,23.059112741760146,0,0.0033448567694879874
79,NO_ID,37606195.41,1401.268829,3.010699728,0.02512870841,0.03609409021,0.1231079896,0.7103611829,101477.5772,101477.5776,0.8131574104,155.3921789,1380.675214,0.3496189533,0.0006347353763,1.873243943e-07,0.05653411957,0.849143161,18109.38579,6.706812246,0,-1,0.35025387600069424,24.259840350591958,0,0.03373596806573643
80,NO_ID,38352449.46,1399.805884,5.059756187,0.005377227132,0.003997396646,0.02706638928,0.8093206676,114426.7152,114426.7296,18.47040914,281.6508166,1383.533181,0.2602195356,0.0007669625522,1.575915001e-07,1.000704918,18.57842204,727029.3477,283.2625702,0,-1,0.2609866557437001,21.39358590227198,0,17.405919071377323
81,NO_ID,36577293.69,1419.969802,4.011987241,0.01243630295,0.02750931919,0.00252509313,0.8679852197,2870431.505,2870431.507,106.7778446,171.2959493,1396.7254,0.1078912467,0.003117146114,1.023011258e-05,1.000365544,108.1091039,1827765.775,712.8081658,0,-1,0.11101862292658,6.437523836799983,0,581.709596807232
82,NO_ID,37873062.92,1399.17187,4.544577848,0.02559111617,0.03733881161,0.002141513295,0.8978631735,2723071.161,2723071.164,112.9979327,246.6605633,1370.159887,0.1713112652,0.003519810691,7.241154719e-06,1.000131644,116.0786233,2007263.124,748.8413629,0,-1,0.174838317045719,33.09734745696005,0,651.4557548200883
85,NO_ID,39033148.18,1411.133707,2.461614546,0.03584205428,0.02920783469,0.07814037414,0.9141094885,547192.2141,547192.2452,54.34998011,593.1109259,1373.638735,0.1836331101,0.001919520196,1.024318688e-06,1.002617686,57.01144373,238367.8801,88.86577861,0,-1,0.185553654614688,31.011061982976116,0,150.7102213243569
87,NO_ID,36042919.62,1384.103976,2.992420533,0.00539886971,0.005057213132,0.01190542785,0.5219300714,101300.4488,101300.4489,0.1254015085,8.599619442,1372.551245,0.3529680627,0.0006700386876,1.471311273e-07,0.0092824322,0.1262178852,4416.487657,1.68651152,0,-1,0.35363824851872727,32.3839227127678,0,0.0008023233843916108
88,NO_ID,39600241.99,1388.091665,4.434798719,0.02661000972,0.02833973842,0.06509021284,0.8681741998,107415.6661,107422.3251,10.24568881,659.6428215,1355.619293,0.290911342,0.0008064935376,2.255018108e-07,0.5165550046,10.65183934,226881.4233,83.45248566,0,-1,0.2917180610394108,49.31196097369593,0,5.355823428130573
90,NO_ID,38256027.33,1393.496821,3.406390076,0.02646308703,0.03262172535,0.06633064929,0.8769040932,115294.6738,115311.7998,10.91602476,648.4350821,1361.055667,0.2729822457,0.000810255013,2.662729543e-07,0.5165861709,11.39487234,132890.2572,48.98315501,0,-1,0.27379276698595434,43.870544408767955,0,6.07957125310883
91,NO_ID,37849842.66,1406.535786,5.771661784,0.02546800305,0.004082240528,0.007658014281,0.8686584845,3249175.837,3249175.839,114.1782056,170.7859349,1371.898035,0.1137736737,0.004828163515,1.379323825e-06,1.000012776,115.0108572,4055811.451,1569.411595,0,-1,0.118603216538825,31.022492464320067,0,665.1358486752995
92,NO_ID,38779878.72,1410.910262,4.320514553,0.006519529061,0.02813231466,0.107996383,0.8048441633,101549.3498,101549.3548,4.463299846,218.402335,1395.209819,0.3030835111,0.0004690706347,3.472803731e-07,0.2645135734,4.569610376,133064.8309,51.08088651,0,-1,0.3035529290150731,9.72518941612816,0,1.0163798732297766
93,NO_ID,39197539.81,1417.064508,3.510872475,0.03218779697,0.003358798152,0.04921492753,0.8890338927,2835767.73,2835767.732,114.4913033,213.6107362,1379.491505,0.1059517264,0.004584712476,7.364360998e-07,1.000239887,115.978647,1270432.915,491.9747719,0,-1,0.11053717531209979,23.693603652799993,0,668.7887005781934
94,NO_ID,37678325.62,1410.626038,1.715198112,0.02541622802,0.003631421376,0.1566937599,0.6474517947,101300.472,101300.473,0.6641508297,115.8396645,1385.443857,0.3346422258,0.0007872059383,2.447020857e-08,0.0472841572,0.678242861,5683.276549,2.164032009,0,-1,0.3354294562085086,19.49131069791997,0,0.022504914519959097
96,NO_ID,36200118.5,1403.661261,5.171905847,0.03609936623,0.03451431578,0.03728017999,0.9084452051,3205451.769,3205451.771,128.4475197,260.842583,1371.694604,0.1751662729,0.00416269152,6.313491658e-06,1.000152536,132.1098198,2663677.128,988.2297168,0,-1,0.17933527791165801,31.253906867839987,0,841.773740667443
97,NO_ID,38616945.14,1417.720852,4.0655776,0.03093591513,0.002164880729,0.1961882406,0.8781446511,373908.2282,373908.2465,39.59756276,541.7371284,1381.176342,0.2569954851,0.001750319059,6.081386337e-08,1.002447078,40.46240265,655119.0793,250.5575167,0,-1,0.2587458649728634,23.584356733952063,0,79.99831512919076
100,NO_ID,38493988.88,1400.66997,3.481448217,0.03092798915,0.02816039007,0.125459399,0.8151374231,101919.0588,101919.0742,3.756571313,425.0338657,1372.075637,0.3118149997,0.0007072727194,1.433084943e-07,0.2226465978,3.917877601,71425.16014,26.44297976,0,-1,0.3125224157278943,32.85913480236809,0,0.7199912260027828
101,NO_ID,37396646.74,1414.471323,3.827107866,0.03589137165,0.03943417165,0.01482580531,0.9229099151,2931487.256,2931487.258,132.816642,277.8340534,1380.599034,0.1080347464,0.003884487408,6.303699689e-06,1.0005997,137.3889378,1262855.19,471.1316695,0,-1,0.11192553750768901,22.52481415615989,0,900.0132853140899
103,NO_ID,37423770.13,1401.798918,3.168005423,0.01911873525,0.02800807972,0.1355830795,0.6231526226,101300.8802,101300.8808,0.3110430711,64.92316861,1384.77887,0.3815973837,0.0006293521591,1.892922675e-07,0.02287830008,0.3211846066,9877.638823,3.695793811,0,-1,0.3822269251513675,20.15629743667182,0,0.004936111840781615
104,NO_ID,36669780.94,1417.119184,2.119569787,0.02792145018,0.01450967073,0.004616395685,0.8954883197,2025565.502,2025565.505,98.79540425,262.4822057,1383.402139,0.07837643134,0.003549374808,2.402554009e-06,1.001919283,101.0538017,376946.4652,145.7293025,0,-1,0.081928208702009,20.30149907871987,0,497.9863214755571
106,NO_ID,36176766.27,1398.544385,4.874891449,0.02102472468,0.004928329498,0.005317691995,0.8431500548,2852563.411,2852563.414,99.17970732,165.2054163,1367.605905,0.1533970856,0.00443177967,1.791545096e-06,1.000585535,99.90144655,3014189.561,1161.413756,0,-1,0.157830656815096,35.568454416960094,0,501.8680787796358
107,NO_ID,38680951.11,1414.076597,1.870191905,0.03223035127,0.005922320207,0.1735628394,0.7855650535,101362.3564,101362.3659,3.395721878,384.7507288,1382.312835,0.2905867264,0.0007986244519,3.293319367e-08,0.2087298345,3.491212059,21087.23204,8.001103625,0,-1,0.29138538378509365,22.622293091904112,0,0.5883126057514206
108,NO_ID,37744147.64,1417.388578,3.937169434,0.03676410117,0.0169283988,0.1269757402,0.90109098,2058620.376,2058620.379,100.7308096,288.9449907,1383.726349,0.1956410656,0.003649381388,2.159761238e-06,1.0000561,103.4227223,1279414.407,485.1949882,0,-1,0.199292606749238,19.95613395935993,0,517.6885715648699
110,NO_ID,36615303.52,1399.777465,2.675934887,0.03114563669,0.01344315712,0.08367957587,0.8832041425,161594.0226,161601.2486,18.69885031,695.2367283,1363.527889,0.2399628714,0.001119504893,1.683328592e-07,0.7194926809,19.32059062,131164.7011,49.12960816,0,-1,0.2410825446258592,41.36869082553608,0,17.839132801825873
